geoid_o,geoid_d,visitor_flows,lng_o,lat_d,date_range
AE,01097003302,7,-88.1361999124679,30.698631739398213,01/06/20 - 01/12/20
AE,04013113802,4,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
AU,04013113802,31,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
BB,04013113802,4,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
BR,04013113802,13,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
BY,04013113802,4,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
CA,04013113802,316,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
CN,04013113802,4,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
CO,04013113802,10,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
CR,04013113802,26,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
DO,04013113802,6,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
DZ,04013113802,8,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
GT,04013113802,4,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
HT,04013113802,4,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
IL,04013113802,18,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
IN,04013113802,4,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
JM,04013113802,4,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
JP,04013113802,4,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
KE,04013113802,4,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
KR,04013113802,15,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
KW,04013113802,4,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
MD,04013113802,4,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
MX,04013113802,251,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
MY,04013113802,4,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
NG,04013113802,4,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
NZ,04013113802,13,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
PE,04013113802,12,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
PH,04013113802,12,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
PS,04013113802,4,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
RS,04013113802,8,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
SA,04013113802,4,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
SG,04013113802,8,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
SO,04013113802,4,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
TH,04013113802,4,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
TO,04013113802,8,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
TW,04013113802,4,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
VN,04013113802,4,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
ZA,04013113802,21,-112.00270127916276,33.43291923862012,01/06/20 - 01/12/20
AE,06019006403,4,-118.84008597600453,36.828186351563,01/06/20 - 01/12/20
AU,06019006403,4,-118.84008597600453,36.828186351563,01/06/20 - 01/12/20
CA,06019006403,4,-118.84008597600453,36.828186351563,01/06/20 - 01/12/20
NG,06019006403,8,-118.84008597600453,36.828186351563,01/06/20 - 01/12/20
AE,06037183510,4,-118.20308265247392,34.11540218973602,01/06/20 - 01/12/20
AE,06037191420,4,-118.28810290980408,34.085121486430836,01/06/20 - 01/12/20
CA,06037191420,4,-118.28810290980408,34.085121486430836,01/06/20 - 01/12/20
MX,06037191420,4,-118.28810290980408,34.085121486430836,01/06/20 - 01/12/20
AE,06037191901,4,-118.3383610712437,34.09068294174321,01/06/20 - 01/12/20
CA,06037191901,12,-118.3383610712437,34.09068294174321,01/06/20 - 01/12/20
ID,06037191901,4,-118.3383610712437,34.09068294174321,01/06/20 - 01/12/20
AE,06037194402,4,-118.37190124509704,34.08504072568698,01/06/20 - 01/12/20
MX,06037194402,8,-118.37190124509704,34.08504072568698,01/06/20 - 01/12/20
PH,06037194402,4,-118.37190124509704,34.08504072568698,01/06/20 - 01/12/20
AE,06037207400,4,-118.24559004745693,34.05577402790767,01/06/20 - 01/12/20
AU,06037207400,8,-118.24559004745693,34.05577402790767,01/06/20 - 01/12/20
BR,06037207400,4,-118.24559004745693,34.05577402790767,01/06/20 - 01/12/20
CA,06037207400,15,-118.24559004745693,34.05577402790767,01/06/20 - 01/12/20
CM,06037207400,4,-118.24559004745693,34.05577402790767,01/06/20 - 01/12/20
DO,06037207400,4,-118.24559004745693,34.05577402790767,01/06/20 - 01/12/20
MX,06037207400,12,-118.24559004745693,34.05577402790767,01/06/20 - 01/12/20
NG,06037207400,24,-118.24559004745693,34.05577402790767,01/06/20 - 01/12/20
PH,06037207400,4,-118.24559004745693,34.05577402790767,01/06/20 - 01/12/20
TZ,06037207400,12,-118.24559004745693,34.05577402790767,01/06/20 - 01/12/20
AE,06037221900,4,-118.28956210839037,34.0267693176966,01/06/20 - 01/12/20
BR,06037221900,8,-118.28956210839037,34.0267693176966,01/06/20 - 01/12/20
KR,06037221900,4,-118.28956210839037,34.0267693176966,01/06/20 - 01/12/20
AE,06037224600,4,-118.27180230251717,34.022298878560846,01/06/20 - 01/12/20
AE,06037237101,4,-118.2913772265192,33.98562342735734,01/06/20 - 01/12/20
PH,06037237101,8,-118.2913772265192,33.98562342735734,01/06/20 - 01/12/20
AE,06037275602,4,-118.41763378938788,33.976923091133486,01/06/20 - 01/12/20
CA,06037275602,12,-118.41763378938788,33.976923091133486,01/06/20 - 01/12/20
ID,06037275602,4,-118.41763378938788,33.976923091133486,01/06/20 - 01/12/20
MX,06037275602,12,-118.41763378938788,33.976923091133486,01/06/20 - 01/12/20
AE,06037277000,4,-118.40033351176439,33.97136790640782,01/06/20 - 01/12/20
AE,06037278001,4,-118.40197902726533,33.95721738687019,01/06/20 - 01/12/20
AR,06037278001,4,-118.40197902726533,33.95721738687019,01/06/20 - 01/12/20
AU,06037278001,4,-118.40197902726533,33.95721738687019,01/06/20 - 01/12/20
CA,06037278001,4,-118.40197902726533,33.95721738687019,01/06/20 - 01/12/20
ID,06037278001,9,-118.40197902726533,33.95721738687019,01/06/20 - 01/12/20
MX,06037278001,20,-118.40197902726533,33.95721738687019,01/06/20 - 01/12/20
PH,06037278001,4,-118.40197902726533,33.95721738687019,01/06/20 - 01/12/20
AE,06037302202,4,-118.24855588094718,34.14075308724008,01/06/20 - 01/12/20
AM,06037302202,8,-118.24855588094718,34.14075308724008,01/06/20 - 01/12/20
AE,06037302302,4,-118.2617830587973,34.140326377375814,01/06/20 - 01/12/20
TZ,06037302302,4,-118.2617830587973,34.140326377375814,01/06/20 - 01/12/20
AE,06037463602,4,-118.14589291040386,34.140804658062535,01/06/20 - 01/12/20
BR,06037463602,4,-118.14589291040386,34.140804658062535,01/06/20 - 01/12/20
ID,06037463602,4,-118.14589291040386,34.140804658062535,01/06/20 - 01/12/20
IR,06037463602,9,-118.14589291040386,34.140804658062535,01/06/20 - 01/12/20
MX,06037463602,16,-118.14589291040386,34.140804658062535,01/06/20 - 01/12/20
PH,06037463602,4,-118.14589291040386,34.140804658062535,01/06/20 - 01/12/20
AE,06037650701,7,-118.35298695020826,33.83178273839777,01/06/20 - 01/12/20
BN,06037650701,4,-118.35298695020826,33.83178273839777,01/06/20 - 01/12/20
CA,06037650701,20,-118.35298695020826,33.83178273839777,01/06/20 - 01/12/20
ID,06037650701,4,-118.35298695020826,33.83178273839777,01/06/20 - 01/12/20
KR,06037650701,4,-118.35298695020826,33.83178273839777,01/06/20 - 01/12/20
MX,06037650701,21,-118.35298695020826,33.83178273839777,01/06/20 - 01/12/20
PH,06037650701,8,-118.35298695020826,33.83178273839777,01/06/20 - 01/12/20
TH,06037650701,4,-118.35298695020826,33.83178273839777,01/06/20 - 01/12/20
TW,06037650701,4,-118.35298695020826,33.83178273839777,01/06/20 - 01/12/20
ZA,06037650701,4,-118.35298695020826,33.83178273839777,01/06/20 - 01/12/20
AE,06037700300,4,-118.3720584027514,34.09184852831729,01/06/20 - 01/12/20
AU,06037700300,39,-118.3720584027514,34.09184852831729,01/06/20 - 01/12/20
BR,06037700300,8,-118.3720584027514,34.09184852831729,01/06/20 - 01/12/20
CA,06037700300,12,-118.3720584027514,34.09184852831729,01/06/20 - 01/12/20
EG,06037700300,4,-118.3720584027514,34.09184852831729,01/06/20 - 01/12/20
MX,06037700300,10,-118.3720584027514,34.09184852831729,01/06/20 - 01/12/20
AE,06037700502,5,-118.38070721490739,34.09029169294481,01/06/20 - 01/12/20
AU,06037700502,57,-118.38070721490739,34.09029169294481,01/06/20 - 01/12/20
CA,06037700502,12,-118.38070721490739,34.09029169294481,01/06/20 - 01/12/20
ID,06037700502,8,-118.38070721490739,34.09029169294481,01/06/20 - 01/12/20
JP,06037700502,4,-118.38070721490739,34.09029169294481,01/06/20 - 01/12/20
MX,06037700502,8,-118.38070721490739,34.09029169294481,01/06/20 - 01/12/20
MY,06037700502,4,-118.38070721490739,34.09029169294481,01/06/20 - 01/12/20
AE,06037701902,8,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
AR,06037701902,80,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
AU,06037701902,450,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
BR,06037701902,387,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
CA,06037701902,130,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
CL,06037701902,12,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
CN,06037701902,8,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
CO,06037701902,13,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
CR,06037701902,8,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
DO,06037701902,4,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
GT,06037701902,4,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
HN,06037701902,4,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
ID,06037701902,15,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
IL,06037701902,12,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
JP,06037701902,14,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
KR,06037701902,44,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
MX,06037701902,167,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
NZ,06037701902,59,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
PE,06037701902,4,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
PH,06037701902,44,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
PK,06037701902,4,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
RU,06037701902,12,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
SA,06037701902,8,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
SG,06037701902,8,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
TH,06037701902,4,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
UA,06037701902,4,-118.49495242188272,34.0127684585911,01/06/20 - 01/12/20
AE,06037703001,4,-118.38396089056131,33.99547454231778,01/06/20 - 01/12/20
AR,06037703001,4,-118.38396089056131,33.99547454231778,01/06/20 - 01/12/20
AU,06037703001,10,-118.38396089056131,33.99547454231778,01/06/20 - 01/12/20
BR,06037703001,41,-118.38396089056131,33.99547454231778,01/06/20 - 01/12/20
CA,06037703001,12,-118.38396089056131,33.99547454231778,01/06/20 - 01/12/20
CO,06037703001,4,-118.38396089056131,33.99547454231778,01/06/20 - 01/12/20
EG,06037703001,4,-118.38396089056131,33.99547454231778,01/06/20 - 01/12/20
ID,06037703001,8,-118.38396089056131,33.99547454231778,01/06/20 - 01/12/20
MX,06037703001,36,-118.38396089056131,33.99547454231778,01/06/20 - 01/12/20
PH,06037703001,8,-118.38396089056131,33.99547454231778,01/06/20 - 01/12/20
RU,06037703001,4,-118.38396089056131,33.99547454231778,01/06/20 - 01/12/20
TH,06037703001,4,-118.38396089056131,33.99547454231778,01/06/20 - 01/12/20
AE,06037800504,4,-118.67325073372878,34.05037344068988,01/06/20 - 01/12/20
AU,06037800504,28,-118.67325073372878,34.05037344068988,01/06/20 - 01/12/20
BR,06037800504,20,-118.67325073372878,34.05037344068988,01/06/20 - 01/12/20
CA,06037800504,8,-118.67325073372878,34.05037344068988,01/06/20 - 01/12/20
CN,06037800504,8,-118.67325073372878,34.05037344068988,01/06/20 - 01/12/20
CR,06037800504,4,-118.67325073372878,34.05037344068988,01/06/20 - 01/12/20
EC,06037800504,4,-118.67325073372878,34.05037344068988,01/06/20 - 01/12/20
