geoid_o,geoid_d,visitor_flows,lng_o,lat_d,date_range
AE,06019006403,4,-118.84008597600453,36.828186351563,04/27/20 - 05/03/20
CA,06019006403,4,-118.84008597600453,36.828186351563,04/27/20 - 05/03/20
NG,06019006403,10,-118.84008597600453,36.828186351563,04/27/20 - 05/03/20
TR,06019006403,6,-118.84008597600453,36.828186351563,04/27/20 - 05/03/20
AE,06075015400,4,-122.45103408966091,37.78436225383888,04/27/20 - 05/03/20
AE,12086001203,4,-80.17288348414604,25.882013274382082,04/27/20 - 05/03/20
CO,12086001203,4,-80.17288348414604,25.882013274382082,04/27/20 - 05/03/20
AE,12103020108,4,-82.71549760546091,27.70592116587486,04/27/20 - 05/03/20
AE,12103028600,4,-82.63243967308013,27.764003917193023,04/27/20 - 05/03/20
AE,13051000300,4,-81.09031326766042,32.07848535643166,04/27/20 - 05/03/20
AE,17031030200,5,-87.66523002317324,41.99444147390143,04/27/20 - 05/03/20
AE,17031460400,5,-87.56369222544701,41.74449055816311,04/27/20 - 05/03/20
AE,17031561100,13,-87.77190984620908,41.78886975966892,04/27/20 - 05/03/20
AE,17031580501,4,-87.69949615988948,41.81998598466745,04/27/20 - 05/03/20
AE,17031650100,38,-87.71785492529011,41.78237660903901,04/27/20 - 05/03/20
AE,17031711500,4,-87.63868876589211,41.732440189263684,04/27/20 - 05/03/20
AE,17031730700,4,-87.65007926855178,41.70308167174023,04/27/20 - 05/03/20
AE,17031750500,4,-87.67123345771762,41.6846154823091,04/27/20 - 05/03/20
AE,17031833100,8,-87.6570459963822,41.879077662668166,04/27/20 - 05/03/20
AU,17031833100,8,-87.6570459963822,41.879077662668166,04/27/20 - 05/03/20
AE,17031833900,6,-87.54785286264936,41.73187717903158,04/27/20 - 05/03/20
AE,17031838000,36,-87.68065249777226,41.87736623002912,04/27/20 - 05/03/20
AE,17031838300,4,-87.6384038673696,41.90156654834101,04/27/20 - 05/03/20
AE,22071011100,10,-90.10700682889518,29.937030129342226,04/27/20 - 05/03/20
AE,27053009600,4,-93.25871794314992,44.93324672673318,04/27/20 - 05/03/20
AE,28047002600,10,-89.1225973655481,30.366671906848435,04/27/20 - 05/03/20
AE,29095015900,4,-94.57426632501338,39.101333899421654,04/27/20 - 05/03/20
NG,29095015900,4,-94.57426632501338,39.101333899421654,04/27/20 - 05/03/20
SA,29095015900,4,-94.57426632501338,39.101333899421654,04/27/20 - 05/03/20
AE,34039035200,4,-74.22607819887536,40.64362385926916,04/27/20 - 05/03/20
EC,34039035200,4,-74.22607819887536,40.64362385926916,04/27/20 - 05/03/20
AE,36061001501,4,-74.00159156693692,40.70770724797901,04/27/20 - 05/03/20
OM,36061001501,4,-74.00159156693692,40.70770724797901,04/27/20 - 05/03/20
AE,36061003100,8,-74.00381499830048,40.715310993368774,04/27/20 - 05/03/20
