geoid_o,geoid_d,visitor_flows,lng_o,lat_d,date_range
AE,01097003204,8,-88.13709919938441,30.669813717885027,01/20/20 - 01/26/20
CA,01097003204,4,-88.13709919938441,30.669813717885027,01/20/20 - 01/26/20
MX,01097003204,4,-88.13709919938441,30.669813717885027,01/20/20 - 01/26/20
AE,01097003301,4,-88.13750178568861,30.68103406774484,01/20/20 - 01/26/20
AE,01097003302,8,-88.1361999124679,30.698631739398213,01/20/20 - 01/26/20
AE,04013113802,4,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
AR,04013113802,8,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
AU,04013113802,23,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
BR,04013113802,52,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
CA,04013113802,373,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
CN,04013113802,16,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
CR,04013113802,9,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
DO,04013113802,8,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
EC,04013113802,16,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
EG,04013113802,10,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
GH,04013113802,4,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
ID,04013113802,4,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
IL,04013113802,21,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
JM,04013113802,4,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
JP,04013113802,12,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
KR,04013113802,4,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
KW,04013113802,10,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
LK,04013113802,4,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
MA,04013113802,13,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
MX,04013113802,174,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
MY,04013113802,4,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
NG,04013113802,10,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
NZ,04013113802,8,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
PE,04013113802,4,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
PK,04013113802,4,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
PS,04013113802,8,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
SA,04013113802,4,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
TH,04013113802,4,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
TW,04013113802,12,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
TZ,04013113802,4,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
UA,04013113802,4,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
VN,04013113802,4,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
ZA,04013113802,6,-112.00270127916276,33.43291923862012,01/20/20 - 01/26/20
AE,04013318700,7,-111.93491785144474,33.42873538043791,01/20/20 - 01/26/20
AU,04013318700,4,-111.93491785144474,33.42873538043791,01/20/20 - 01/26/20
CA,04013318700,28,-111.93491785144474,33.42873538043791,01/20/20 - 01/26/20
IN,04013318700,8,-111.93491785144474,33.42873538043791,01/20/20 - 01/26/20
JP,04013318700,4,-111.93491785144474,33.42873538043791,01/20/20 - 01/26/20
MX,04013318700,16,-111.93491785144474,33.42873538043791,01/20/20 - 01/26/20
NG,04013318700,4,-111.93491785144474,33.42873538043791,01/20/20 - 01/26/20
AE,04013319000,8,-111.93491811225984,33.41471037890468,01/20/20 - 01/26/20
AR,04013319000,4,-111.93491811225984,33.41471037890468,01/20/20 - 01/26/20
CA,04013319000,4,-111.93491811225984,33.41471037890468,01/20/20 - 01/26/20
MX,04013319000,22,-111.93491811225984,33.41471037890468,01/20/20 - 01/26/20
TW,04013319000,8,-111.93491811225984,33.41471037890468,01/20/20 - 01/26/20
AE,05035030600,4,-90.30854674764565,35.0208198285585,01/20/20 - 01/26/20
CA,05035030600,4,-90.30854674764565,35.0208198285585,01/20/20 - 01/26/20
MX,05035030600,18,-90.30854674764565,35.0208198285585,01/20/20 - 01/26/20
AE,06027000800,5,-117.11773078853132,36.25161386877765,01/20/20 - 01/26/20
AU,06027000800,14,-117.11773078853132,36.25161386877765,01/20/20 - 01/26/20
