orig_country,dest_ct,visitor_flows,ct_lng,ct_lat,date_range
BD,06037980028,4,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
BH,06037980028,4,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
BR,06037980028,504,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
BY,06037980028,12,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
BZ,06037980028,5,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
CA,06037980028,849,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
CL,06037980028,27,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
CN,06037980028,190,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
CO,06037980028,72,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
CR,06037980028,43,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
CU,06037980028,4,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
DO,06037980028,16,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
EC,06037980028,25,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
EG,06037980028,14,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
GH,06037980028,4,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
GT,06037980028,51,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
HN,06037980028,25,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
ID,06037980028,85,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
IL,06037980028,53,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
IN,06037980028,8,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
IR,06037980028,16,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
JP,06037980028,137,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
KR,06037980028,296,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
KW,06037980028,4,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
LB,06037980028,4,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
LK,06037980028,12,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
MA,06037980028,8,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
MM,06037980028,4,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
MX,06037980028,1002,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
MY,06037980028,22,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
NI,06037980028,13,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
NZ,06037980028,177,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
PA,06037980028,18,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
PE,06037980028,33,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
PH,06037980028,290,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
PK,06037980028,27,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
PS,06037980028,4,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
QA,06037980028,13,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
RS,06037980028,4,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
RU,06037980028,27,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
SA,06037980028,16,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
SG,06037980028,42,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
SV,06037980028,56,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
TH,06037980028,43,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
TR,06037980028,63,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
TT,06037980028,9,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
TW,06037980028,98,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
TZ,06037980028,5,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
UA,06037980028,8,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
VE,06037980028,4,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
VN,06037980028,93,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
ZA,06037980028,25,-118.41352284444329,33.93985468418389,01/13/20 - 01/19/20
AE,06041130202,4,-122.49093928460962,37.86276100521143,01/13/20 - 01/19/20
AR,06041130202,4,-122.49093928460962,37.86276100521143,01/13/20 - 01/19/20
AU,06041130202,11,-122.49093928460962,37.86276100521143,01/13/20 - 01/19/20
BR,06041130202,8,-122.49093928460962,37.86276100521143,01/13/20 - 01/19/20
CA,06041130202,4,-122.49093928460962,37.86276100521143,01/13/20 - 01/19/20
GT,06041130202,4,-122.49093928460962,37.86276100521143,01/13/20 - 01/19/20
IL,06041130202,4,-122.49093928460962,37.86276100521143,01/13/20 - 01/19/20
KR,06041130202,9,-122.49093928460962,37.86276100521143,01/13/20 - 01/19/20
MX,06041130202,12,-122.49093928460962,37.86276100521143,01/13/20 - 01/19/20
OM,06041130202,4,-122.49093928460962,37.86276100521143,01/13/20 - 01/19/20
AE,06059052404,4,-117.71893981307184,33.673780034254364,01/13/20 - 01/19/20
AU,06059052404,8,-117.71893981307184,33.673780034254364,01/13/20 - 01/19/20
CA,06059052404,8,-117.71893981307184,33.673780034254364,01/13/20 - 01/19/20
EG,06059052404,4,-117.71893981307184,33.673780034254364,01/13/20 - 01/19/20
MX,06059052404,8,-117.71893981307184,33.673780034254364,01/13/20 - 01/19/20
TW,06059052404,8,-117.71893981307184,33.673780034254364,01/13/20 - 01/19/20
AE,06059052518,4,-117.75785615540019,33.65936633384696,01/13/20 - 01/19/20
AU,06059052518,8,-117.75785615540019,33.65936633384696,01/13/20 - 01/19/20
BR,06059052518,4,-117.75785615540019,33.65936633384696,01/13/20 - 01/19/20
CA,06059052518,24,-117.75785615540019,33.65936633384696,01/13/20 - 01/19/20
EG,06059052518,5,-117.75785615540019,33.65936633384696,01/13/20 - 01/19/20
ID,06059052518,4,-117.75785615540019,33.65936633384696,01/13/20 - 01/19/20
KR,06059052518,9,-117.75785615540019,33.65936633384696,01/13/20 - 01/19/20
MX,06059052518,25,-117.75785615540019,33.65936633384696,01/13/20 - 01/19/20
SG,06059052518,4,-117.75785615540019,33.65936633384696,01/13/20 - 01/19/20
SN,06059052518,4,-117.75785615540019,33.65936633384696,01/13/20 - 01/19/20
ZA,06059052518,9,-117.75785615540019,33.65936633384696,01/13/20 - 01/19/20
AE,06059075515,8,-117.83548551415663,33.70125608344566,01/13/20 - 01/19/20
AU,06059075515,17,-117.83548551415663,33.70125608344566,01/13/20 - 01/19/20
BR,06059075515,4,-117.83548551415663,33.70125608344566,01/13/20 - 01/19/20
CA,06059075515,35,-117.83548551415663,33.70125608344566,01/13/20 - 01/19/20
CL,06059075515,4,-117.83548551415663,33.70125608344566,01/13/20 - 01/19/20
CN,06059075515,4,-117.83548551415663,33.70125608344566,01/13/20 - 01/19/20
EG,06059075515,4,-117.83548551415663,33.70125608344566,01/13/20 - 01/19/20
ID,06059075515,8,-117.83548551415663,33.70125608344566,01/13/20 - 01/19/20
IL,06059075515,8,-117.83548551415663,33.70125608344566,01/13/20 - 01/19/20
JP,06059075515,4,-117.83548551415663,33.70125608344566,01/13/20 - 01/19/20
KR,06059075515,12,-117.83548551415663,33.70125608344566,01/13/20 - 01/19/20
MX,06059075515,50,-117.83548551415663,33.70125608344566,01/13/20 - 01/19/20
SG,06059075515,20,-117.83548551415663,33.70125608344566,01/13/20 - 01/19/20
TR,06059075515,8,-117.83548551415663,33.70125608344566,01/13/20 - 01/19/20
TW,06059075515,9,-117.83548551415663,33.70125608344566,01/13/20 - 01/19/20
AE,06059076204,4,-117.86165479527736,33.813258264321334,01/13/20 - 01/19/20
CA,06059076204,8,-117.86165479527736,33.813258264321334,01/13/20 - 01/19/20
MX,06059076204,12,-117.86165479527736,33.813258264321334,01/13/20 - 01/19/20
AE,06059087101,4,-117.96331467476193,33.83237980713423,01/13/20 - 01/19/20
AR,06059087101,4,-117.96331467476193,33.83237980713423,01/13/20 - 01/19/20
MX,06059087101,4,-117.96331467476193,33.83237980713423,01/13/20 - 01/19/20
AE,06059087103,4,-117.94877982328282,33.826430212422515,01/13/20 - 01/19/20
AU,06059087103,4,-117.94877982328282,33.826430212422515,01/13/20 - 01/19/20
CA,06059087103,4,-117.94877982328282,33.826430212422515,01/13/20 - 01/19/20
MX,06059087103,4,-117.94877982328282,33.826430212422515,01/13/20 - 01/19/20
PH,06059087103,4,-117.94877982328282,33.826430212422515,01/13/20 - 01/19/20
AE,06071008001,4,-117.18935241712504,34.081199198671904,01/13/20 - 01/19/20
MX,06071008001,4,-117.18935241712504,34.081199198671904,01/13/20 - 01/19/20
AE,06073005100,4,-117.15281268931211,32.703735425186665,01/13/20 - 01/19/20
AR,06073005100,4,-117.15281268931211,32.703735425186665,01/13/20 - 01/19/20
AU,06073005100,16,-117.15281268931211,32.703735425186665,01/13/20 - 01/19/20
CA,06073005100,38,-117.15281268931211,32.703735425186665,01/13/20 - 01/19/20
MX,06073005100,142,-117.15281268931211,32.703735425186665,01/13/20 - 01/19/20
ZA,06073005100,4,-117.15281268931211,32.703735425186665,01/13/20 - 01/19/20
AE,06073005400,4,-117.1666548875742,32.711940981885434,01/13/20 - 01/19/20
AR,06073005400,16,-117.1666548875742,32.711940981885434,01/13/20 - 01/19/20
AU,06073005400,58,-117.1666548875742,32.711940981885434,01/13/20 - 01/19/20
BR,06073005400,90,-117.1666548875742,32.711940981885434,01/13/20 - 01/19/20
CA,06073005400,125,-117.1666548875742,32.711940981885434,01/13/20 - 01/19/20
CN,06073005400,21,-117.1666548875742,32.711940981885434,01/13/20 - 01/19/20
IL,06073005400,24,-117.1666548875742,32.711940981885434,01/13/20 - 01/19/20
IR,06073005400,4,-117.1666548875742,32.711940981885434,01/13/20 - 01/19/20
JP,06073005400,8,-117.1666548875742,32.711940981885434,01/13/20 - 01/19/20
KR,06073005400,8,-117.1666548875742,32.711940981885434,01/13/20 - 01/19/20
MX,06073005400,527,-117.1666548875742,32.711940981885434,01/13/20 - 01/19/20
NZ,06073005400,4,-117.1666548875742,32.711940981885434,01/13/20 - 01/19/20
PH,06073005400,20,-117.1666548875742,32.711940981885434,01/13/20 - 01/19/20
PK,06073005400,8,-117.1666548875742,32.711940981885434,01/13/20 - 01/19/20
SG,06073005400,12,-117.1666548875742,32.711940981885434,01/13/20 - 01/19/20
SY,06073005400,4,-117.1666548875742,32.711940981885434,01/13/20 - 01/19/20
TH,06073005400,8,-117.1666548875742,32.711940981885434,01/13/20 - 01/19/20
UA,06073005400,4,-117.1666548875742,32.711940981885434,01/13/20 - 01/19/20
ZA,06073005400,8,-117.1666548875742,32.711940981885434,01/13/20 - 01/19/20
AE,06073009306,4,-117.11974411522596,32.799747194783535,01/13/20 - 01/19/20
MX,06073009306,91,-117.11974411522596,32.799747194783535,01/13/20 - 01/19/20
AE,06073017200,4,-117.26368183772772,32.96297656017199,01/13/20 - 01/19/20
AR,06073017200,4,-117.26368183772772,32.96297656017199,01/13/20 - 01/19/20
MX,06073017200,24,-117.26368183772772,32.96297656017199,01/13/20 - 01/19/20
AE,06073020020,6,-117.1744447318627,33.16631764806371,01/13/20 - 01/19/20
AE,06073020029,12,-117.18946487520033,33.139222251531336,01/13/20 - 01/19/20
MX,06073020029,47,-117.18946487520033,33.139222251531336,01/13/20 - 01/19/20
AE,06075010600,4,-122.40638793956578,37.79937839291561,01/13/20 - 01/19/20
AU,06075010600,4,-122.40638793956578,37.79937839291561,01/13/20 - 01/19/20
BR,06075010600,8,-122.40638793956578,37.79937839291561,01/13/20 - 01/19/20
KR,06075010600,5,-122.40638793956578,37.79937839291561,01/13/20 - 01/19/20
MX,06075010600,11,-122.40638793956578,37.79937839291561,01/13/20 - 01/19/20
NZ,06075010600,4,-122.40638793956578,37.79937839291561,01/13/20 - 01/19/20
TR,06075010600,4,-122.40638793956578,37.79937839291561,01/13/20 - 01/19/20
AE,06075012201,4,-122.41635350052955,37.785846436529695,01/13/20 - 01/19/20
MX,06075012201,4,-122.41635350052955,37.785846436529695,01/13/20 - 01/19/20
SG,06075012201,4,-122.41635350052955,37.785846436529695,01/13/20 - 01/19/20
AE,06075012302,4,-122.41209693213735,37.787022275468885,01/13/20 - 01/19/20
AR,06075012302,4,-122.41209693213735,37.787022275468885,01/13/20 - 01/19/20
AU,06075012302,28,-122.41209693213735,37.787022275468885,01/13/20 - 01/19/20
BR,06075012302,8,-122.41209693213735,37.787022275468885,01/13/20 - 01/19/20
CA,06075012302,13,-122.41209693213735,37.787022275468885,01/13/20 - 01/19/20
CN,06075012302,4,-122.41209693213735,37.787022275468885,01/13/20 - 01/19/20
IL,06075012302,28,-122.41209693213735,37.787022275468885,01/13/20 - 01/19/20
JP,06075012302,4,-122.41209693213735,37.787022275468885,01/13/20 - 01/19/20
KR,06075012302,20,-122.41209693213735,37.787022275468885,01/13/20 - 01/19/20
MX,06075012302,31,-122.41209693213735,37.787022275468885,01/13/20 - 01/19/20
PH,06075012302,4,-122.41209693213735,37.787022275468885,01/13/20 - 01/19/20
PS,06075012302,4,-122.41209693213735,37.787022275468885,01/13/20 - 01/19/20
SG,06075012302,4,-122.41209693213735,37.787022275468885,01/13/20 - 01/19/20
AE,06075060700,8,-122.39079490380064,37.77274316057709,01/13/20 - 01/19/20
AR,06075060700,4,-122.39079490380064,37.77274316057709,01/13/20 - 01/19/20
AU,06075060700,21,-122.39079490380064,37.77274316057709,01/13/20 - 01/19/20
BR,06075060700,12,-122.39079490380064,37.77274316057709,01/13/20 - 01/19/20
CA,06075060700,16,-122.39079490380064,37.77274316057709,01/13/20 - 01/19/20
CO,06075060700,4,-122.39079490380064,37.77274316057709,01/13/20 - 01/19/20
IL,06075060700,8,-122.39079490380064,37.77274316057709,01/13/20 - 01/19/20
JP,06075060700,4,-122.39079490380064,37.77274316057709,01/13/20 - 01/19/20
KR,06075060700,8,-122.39079490380064,37.77274316057709,01/13/20 - 01/19/20
MX,06075060700,8,-122.39079490380064,37.77274316057709,01/13/20 - 01/19/20
NG,06075060700,4,-122.39079490380064,37.77274316057709,01/13/20 - 01/19/20
TH,06075060700,4,-122.39079490380064,37.77274316057709,01/13/20 - 01/19/20
AE,06081605100,11,-122.3676920535648,37.597243006175425,01/13/20 - 01/19/20
AU,06081605100,9,-122.3676920535648,37.597243006175425,01/13/20 - 01/19/20
CA,06081605100,8,-122.3676920535648,37.597243006175425,01/13/20 - 01/19/20
CN,06081605100,28,-122.3676920535648,37.597243006175425,01/13/20 - 01/19/20
IL,06081605100,4,-122.3676920535648,37.597243006175425,01/13/20 - 01/19/20
KR,06081605100,16,-122.3676920535648,37.597243006175425,01/13/20 - 01/19/20
MK,06081605100,6,-122.3676920535648,37.597243006175425,01/13/20 - 01/19/20
MX,06081605100,8,-122.3676920535648,37.597243006175425,01/13/20 - 01/19/20
TR,06081605100,4,-122.3676920535648,37.597243006175425,01/13/20 - 01/19/20
TW,06081605100,4,-122.3676920535648,37.597243006175425,01/13/20 - 01/19/20
VN,06081605100,4,-122.3676920535648,37.597243006175425,01/13/20 - 01/19/20
AE,06081984300,20,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
AF,06081984300,13,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
AR,06081984300,7,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
AU,06081984300,635,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
AZ,06081984300,8,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
BD,06081984300,4,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
BO,06081984300,11,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
BR,06081984300,171,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
CA,06081984300,433,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
CL,06081984300,4,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
CN,06081984300,230,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
CO,06081984300,36,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
CR,06081984300,27,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
EC,06081984300,4,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
EG,06081984300,9,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
ET,06081984300,4,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
GT,06081984300,17,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
HN,06081984300,29,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
ID,06081984300,47,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
IL,06081984300,275,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
IN,06081984300,60,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
JP,06081984300,91,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
KR,06081984300,238,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
KZ,06081984300,8,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
LA,06081984300,8,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
LB,06081984300,4,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
MK,06081984300,12,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
MM,06081984300,8,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
MX,06081984300,402,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
MY,06081984300,16,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
NP,06081984300,12,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
NZ,06081984300,94,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
OM,06081984300,12,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
PA,06081984300,18,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
PE,06081984300,40,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
PH,06081984300,293,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
PK,06081984300,23,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
PS,06081984300,4,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
RS,06081984300,4,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
RU,06081984300,21,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
SA,06081984300,16,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
SG,06081984300,101,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
SV,06081984300,18,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
TH,06081984300,92,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
TR,06081984300,28,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
TW,06081984300,148,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
TZ,06081984300,8,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
UA,06081984300,15,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
UY,06081984300,13,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
VE,06081984300,8,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
VN,06081984300,47,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
VU,06081984300,8,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
ZA,06081984300,12,-122.37841298831589,37.62075531050279,01/13/20 - 01/19/20
AE,06085502001,4,-121.93307128728183,37.32244327596641,01/13/20 - 01/19/20
MX,06085502001,4,-121.93307128728183,37.32244327596641,01/13/20 - 01/19/20
AE,06085506605,4,-121.9693447019381,37.29736629830962,01/13/20 - 01/19/20
AE,06085508303,5,-122.04584232035089,37.34488269175323,01/13/20 - 01/19/20
IL,06085508303,16,-122.04584232035089,37.34488269175323,01/13/20 - 01/19/20
