geoid_o,geoid_d,visitor_flows,lng_o,lat_d,date_range
AE,04013114100,4,-112.07389562932418,33.44776744261897,01/27/20 - 02/02/20
AU,04013114100,13,-112.07389562932418,33.44776744261897,01/27/20 - 02/02/20
BR,04013114100,8,-112.07389562932418,33.44776744261897,01/27/20 - 02/02/20
CA,04013114100,62,-112.07389562932418,33.44776744261897,01/27/20 - 02/02/20
DO,04013114100,5,-112.07389562932418,33.44776744261897,01/27/20 - 02/02/20
JP,04013114100,12,-112.07389562932418,33.44776744261897,01/27/20 - 02/02/20
MX,04013114100,35,-112.07389562932418,33.44776744261897,01/27/20 - 02/02/20
NG,04013114100,56,-112.07389562932418,33.44776744261897,01/27/20 - 02/02/20
TW,04013114100,12,-112.07389562932418,33.44776744261897,01/27/20 - 02/02/20
ZA,04013114100,12,-112.07389562932418,33.44776744261897,01/27/20 - 02/02/20
AE,04013216829,4,-111.83915970382378,33.77053068629532,01/27/20 - 02/02/20
AE,04013319000,8,-111.93491811225984,33.41471037890468,01/27/20 - 02/02/20
CA,04013319000,8,-111.93491811225984,33.41471037890468,01/27/20 - 02/02/20
EC,04013319000,4,-111.93491811225984,33.41471037890468,01/27/20 - 02/02/20
IN,04013319000,4,-111.93491811225984,33.41471037890468,01/27/20 - 02/02/20
JO,04013319000,4,-111.93491811225984,33.41471037890468,01/27/20 - 02/02/20
MU,04013319000,8,-111.93491811225984,33.41471037890468,01/27/20 - 02/02/20
MX,04013319000,33,-111.93491811225984,33.41471037890468,01/27/20 - 02/02/20
AE,04013522800,4,-111.66210815406184,33.305855004018476,01/27/20 - 02/02/20
CA,04013522800,26,-111.66210815406184,33.305855004018476,01/27/20 - 02/02/20
MX,04013522800,4,-111.66210815406184,33.305855004018476,01/27/20 - 02/02/20
AE,06001422500,4,-122.26031825522045,37.877313029777945,01/27/20 - 02/02/20
AU,06001422500,4,-122.26031825522045,37.877313029777945,01/27/20 - 02/02/20
BR,06001422500,4,-122.26031825522045,37.877313029777945,01/27/20 - 02/02/20
CN,06001422500,8,-122.26031825522045,37.877313029777945,01/27/20 - 02/02/20
KR,06001422500,4,-122.26031825522045,37.877313029777945,01/27/20 - 02/02/20
