geoid_o,geoid_d,visitor_flows,lng_o,lat_d,date_range
AE,04013082024,4,-112.2812089078782,33.47020889376025,02/24/20 - 03/01/20
MX,04013082024,20,-112.2812089078782,33.47020889376025,02/24/20 - 03/01/20
AE,04013113802,4,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
AF,04013113802,4,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
AR,04013113802,4,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
AU,04013113802,33,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
BD,04013113802,6,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
BR,04013113802,24,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
BY,04013113802,4,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
CA,04013113802,434,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
CO,04013113802,4,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
CR,04013113802,10,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
DO,04013113802,8,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
ID,04013113802,11,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
IL,04013113802,22,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
IN,04013113802,4,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
JP,04013113802,20,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
MA,04013113802,4,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
MX,04013113802,147,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
NG,04013113802,13,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
PG,04013113802,4,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
PH,04013113802,4,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
QA,04013113802,8,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
RU,04013113802,4,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
SA,04013113802,12,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
SV,04013113802,4,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
UA,04013113802,12,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
VN,04013113802,4,-112.00270127916276,33.43291923862012,02/24/20 - 03/01/20
AE,05007020405,4,-94.16578355218148,36.298837001953856,02/24/20 - 03/01/20
AR,05007020405,5,-94.16578355218148,36.298837001953856,02/24/20 - 03/01/20
JP,05007020405,6,-94.16578355218148,36.298837001953856,02/24/20 - 03/01/20
MX,05007020405,4,-94.16578355218148,36.298837001953856,02/24/20 - 03/01/20
AE,05007020501,4,-94.18752726817715,36.38687644820351,02/24/20 - 03/01/20
CN,05007020501,4,-94.18752726817715,36.38687644820351,02/24/20 - 03/01/20
AE,06001437200,4,-122.11159856308441,37.64317288320452,02/24/20 - 03/01/20
AE,06037106603,4,-118.52311969380693,34.31761188812554,02/24/20 - 03/01/20
AE,06037111201,4,-118.51014899798466,34.27483346450361,02/24/20 - 03/01/20
AE,06037194500,8,-118.36959580513403,34.07817520935798,02/24/20 - 03/01/20
AU,06037194500,17,-118.36959580513403,34.07817520935798,02/24/20 - 03/01/20
BR,06037194500,16,-118.36959580513403,34.07817520935798,02/24/20 - 03/01/20
CA,06037194500,12,-118.36959580513403,34.07817520935798,02/24/20 - 03/01/20
CL,06037194500,4,-118.36959580513403,34.07817520935798,02/24/20 - 03/01/20
MX,06037194500,16,-118.36959580513403,34.07817520935798,02/24/20 - 03/01/20
AE,06037207400,4,-118.24559004745693,34.05577402790767,02/24/20 - 03/01/20
AU,06037207400,4,-118.24559004745693,34.05577402790767,02/24/20 - 03/01/20
GE,06037207400,4,-118.24559004745693,34.05577402790767,02/24/20 - 03/01/20
GH,06037207400,4,-118.24559004745693,34.05577402790767,02/24/20 - 03/01/20
ID,06037207400,5,-118.24559004745693,34.05577402790767,02/24/20 - 03/01/20
IN,06037207400,8,-118.24559004745693,34.05577402790767,02/24/20 - 03/01/20
MX,06037207400,24,-118.24559004745693,34.05577402790767,02/24/20 - 03/01/20
MY,06037207400,12,-118.24559004745693,34.05577402790767,02/24/20 - 03/01/20
NG,06037207400,13,-118.24559004745693,34.05577402790767,02/24/20 - 03/01/20
RU,06037207400,8,-118.24559004745693,34.05577402790767,02/24/20 - 03/01/20
SV,06037207400,4,-118.24559004745693,34.05577402790767,02/24/20 - 03/01/20
XK,06037207400,4,-118.24559004745693,34.05577402790767,02/24/20 - 03/01/20
AE,06037267901,8,-118.41371606647112,34.0564560936391,02/24/20 - 03/01/20
AU,06037267901,8,-118.41371606647112,34.0564560936391,02/24/20 - 03/01/20
BO,06037267901,4,-118.41371606647112,34.0564560936391,02/24/20 - 03/01/20
BR,06037267901,19,-118.41371606647112,34.0564560936391,02/24/20 - 03/01/20
CA,06037267901,29,-118.41371606647112,34.0564560936391,02/24/20 - 03/01/20
ID,06037267901,8,-118.41371606647112,34.0564560936391,02/24/20 - 03/01/20
IL,06037267901,4,-118.41371606647112,34.0564560936391,02/24/20 - 03/01/20
JP,06037267901,8,-118.41371606647112,34.0564560936391,02/24/20 - 03/01/20
KR,06037267901,4,-118.41371606647112,34.0564560936391,02/24/20 - 03/01/20
MX,06037267901,17,-118.41371606647112,34.0564560936391,02/24/20 - 03/01/20
RW,06037267901,4,-118.41371606647112,34.0564560936391,02/24/20 - 03/01/20
SA,06037267901,4,-118.41371606647112,34.0564560936391,02/24/20 - 03/01/20
SG,06037267901,4,-118.41371606647112,34.0564560936391,02/24/20 - 03/01/20
TR,06037267901,8,-118.41371606647112,34.0564560936391,02/24/20 - 03/01/20
TZ,06037267901,8,-118.41371606647112,34.0564560936391,02/24/20 - 03/01/20
AE,06037277400,4,-118.37434855911764,33.94903540473492,02/24/20 - 03/01/20
AU,06037277400,4,-118.37434855911764,33.94903540473492,02/24/20 - 03/01/20
BR,06037277400,16,-118.37434855911764,33.94903540473492,02/24/20 - 03/01/20
CA,06037277400,21,-118.37434855911764,33.94903540473492,02/24/20 - 03/01/20
MX,06037277400,9,-118.37434855911764,33.94903540473492,02/24/20 - 03/01/20
PA,06037277400,4,-118.37434855911764,33.94903540473492,02/24/20 - 03/01/20
AE,06037292000,4,-118.29977656468758,33.84984189467327,02/24/20 - 03/01/20
BR,06037292000,14,-118.29977656468758,33.84984189467327,02/24/20 - 03/01/20
CA,06037292000,4,-118.29977656468758,33.84984189467327,02/24/20 - 03/01/20
MX,06037292000,16,-118.29977656468758,33.84984189467327,02/24/20 - 03/01/20
AE,06037408140,4,-117.90324019984428,34.009521895526596,02/24/20 - 03/01/20
AE,06037430721,4,-118.04172084366623,34.13780360697247,02/24/20 - 03/01/20
AU,06037430721,12,-118.04172084366623,34.13780360697247,02/24/20 - 03/01/20
JP,06037430721,4,-118.04172084366623,34.13780360697247,02/24/20 - 03/01/20
AE,06037530006,4,-118.11390038920395,34.020713846401414,02/24/20 - 03/01/20
MX,06037530006,8,-118.11390038920395,34.020713846401414,02/24/20 - 03/01/20
PA,06037530006,12,-118.11390038920395,34.020713846401414,02/24/20 - 03/01/20
AE,06037532303,4,-118.14582852042788,34.00160935354661,02/24/20 - 03/01/20
