geoid_o,geoid_d,visitor_flows,lng_o,lat_d,date_range
AE,04013061012,4,-112.35813073516668,33.46427115475205,03/16/20 - 03/22/20
CA,04013061012,12,-112.35813073516668,33.46427115475205,03/16/20 - 03/22/20
MX,04013061012,8,-112.35813073516668,33.46427115475205,03/16/20 - 03/22/20
AE,06037534102,8,-118.16164512387161,33.970206091709755,03/16/20 - 03/22/20
MX,06037534102,4,-118.16164512387161,33.970206091709755,03/16/20 - 03/22/20
AE,06037700801,4,-118.39678059982641,34.07171077542163,03/16/20 - 03/22/20
BR,06037700801,4,-118.39678059982641,34.07171077542163,03/16/20 - 03/22/20
CA,06037700801,4,-118.39678059982641,34.07171077542163,03/16/20 - 03/22/20
GH,06037700801,4,-118.39678059982641,34.07171077542163,03/16/20 - 03/22/20
ID,06037700801,4,-118.39678059982641,34.07171077542163,03/16/20 - 03/22/20
IL,06037700801,4,-118.39678059982641,34.07171077542163,03/16/20 - 03/22/20
MX,06037700801,12,-118.39678059982641,34.07171077542163,03/16/20 - 03/22/20
PH,06037700801,12,-118.39678059982641,34.07171077542163,03/16/20 - 03/22/20
RU,06037700801,4,-118.39678059982641,34.07171077542163,03/16/20 - 03/22/20
AE,06037980028,4,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
AR,06037980028,23,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
AU,06037980028,417,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
BB,06037980028,8,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
BR,06037980028,77,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
BZ,06037980028,6,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
CA,06037980028,273,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
CL,06037980028,17,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
CN,06037980028,22,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
CO,06037980028,18,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
CR,06037980028,29,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
DO,06037980028,4,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
EC,06037980028,4,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
FJ,06037980028,4,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
GT,06037980028,4,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
HN,06037980028,8,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
ID,06037980028,23,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
IL,06037980028,35,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
IN,06037980028,6,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
JP,06037980028,30,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
KH,06037980028,14,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
KR,06037980028,8,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
LA,06037980028,12,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
LC,06037980028,4,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
LK,06037980028,4,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
MA,06037980028,4,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
MX,06037980028,228,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
NG,06037980028,4,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
NZ,06037980028,87,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
PA,06037980028,9,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
PE,06037980028,14,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
PG,06037980028,10,-118.41352284444329,33.93985468418389,03/16/20 - 03/22/20
