geoid_o,geoid_d,lng_o,lat_o,lng_d,lat_d,date_range,visitor_flows,pop_flows
01,01,-86.8445209956579,32.75687994183124,-86.8445209956579,32.75687994183124,11/16/20 - 11/22/20,3092938,34010016.0
01,02,-86.8445209956579,32.75687994183124,-151.59342192189865,63.742989015090714,11/16/20 - 11/22/20,77,846.0
01,04,-86.8445209956579,32.75687994183124,-111.6644603390921,34.29309519459149,11/16/20 - 11/22/20,1449,15933.0
01,05,-86.8445209956579,32.75687994183124,-92.43923686174863,34.8997724175194,11/16/20 - 11/22/20,2675,29414.0
01,06,-86.8445209956579,32.75687994183124,-119.6638458867405,37.21530826027419,11/16/20 - 11/22/20,2542,27951.0
01,08,-86.8445209956579,32.75687994183124,-105.5478211203382,38.99853159698931,11/16/20 - 11/22/20,1823,20045.0
01,09,-86.8445209956579,32.75687994183124,-72.73825767764087,41.575164149895755,11/16/20 - 11/22/20,331,3639.0
01,10,-86.8445209956579,32.75687994183124,-75.45249262811352,38.99497528640457,11/16/20 - 11/22/20,98,1077.0
01,11,-86.8445209956579,32.75687994183124,-77.0162909035438,38.90477388790585,11/16/20 - 11/22/20,171,1880.0
01,12,-86.8445209956579,32.75687994183124,-82.46641838867941,28.477058414990193,11/16/20 - 11/22/20,51470,565965.0
01,13,-86.8445209956579,32.75687994183124,-83.42714021377525,32.63861711465618,11/16/20 - 11/22/20,78757,866013.0
01,15,-86.8445209956579,32.75687994183124,-158.1099738068461,20.995111199008356,11/16/20 - 11/22/20,269,2957.0
01,16,-86.8445209956579,32.75687994183124,-114.6594139607683,44.389055086057056,11/16/20 - 11/22/20,253,2781.0
01,17,-86.8445209956579,32.75687994183124,-89.14863899339443,40.124200826969364,11/16/20 - 11/22/20,2607,28666.0
01,18,-86.8445209956579,32.75687994183124,-86.28183838774677,39.919869617318085,11/16/20 - 11/22/20,1908,20980.0
01,19,-86.8445209956579,32.75687994183124,-93.50009011569544,42.07464832674591,11/16/20 - 11/22/20,477,5245.0
01,20,-86.8445209956579,32.75687994183124,-98.38015540415404,38.484727072453566,11/16/20 - 11/22/20,544,5981.0
01,21,-86.8445209956579,32.75687994183124,-85.29055223275348,37.5266141736611,11/16/20 - 11/22/20,3465,38101.0
01,22,-86.8445209956579,32.75687994183124,-91.81423318426776,30.909072897746587,11/16/20 - 11/22/20,7385,81205.0
01,23,-86.8445209956579,32.75687994183124,-69.20275986278288,45.27432853102379,11/16/20 - 11/22/20,75,824.0
01,24,-86.8445209956579,32.75687994183124,-76.68717734070172,38.94649396258224,11/16/20 - 11/22/20,521,5728.0
01,25,-86.8445209956579,32.75687994183124,-71.503972041848,42.16009326868467,11/16/20 - 11/22/20,326,3584.0
