geoid_o,geoid_d,visitor_flows,lng_o,lat_d,date_range
AE,06019,4,-119.64931992072789,36.75817909995374,04/27/20 - 05/03/20
CA,06019,28,-119.64931992072789,36.75817909995374,04/27/20 - 05/03/20
MX,06019,36,-119.64931992072789,36.75817909995374,04/27/20 - 05/03/20
NG,06019,10,-119.64931992072789,36.75817909995374,04/27/20 - 05/03/20
PH,06019,4,-119.64931992072789,36.75817909995374,04/27/20 - 05/03/20
TR,06019,6,-119.64931992072789,36.75817909995374,04/27/20 - 05/03/20
AE,06075,4,-122.69397561178859,37.75971500261605,04/27/20 - 05/03/20
AR,06075,4,-122.69397561178859,37.75971500261605,04/27/20 - 05/03/20
AU,06075,4,-122.69397561178859,37.75971500261605,04/27/20 - 05/03/20
BD,06075,4,-122.69397561178859,37.75971500261605,04/27/20 - 05/03/20
BR,06075,42,-122.69397561178859,37.75971500261605,04/27/20 - 05/03/20
CA,06075,16,-122.69397561178859,37.75971500261605,04/27/20 - 05/03/20
CL,06075,12,-122.69397561178859,37.75971500261605,04/27/20 - 05/03/20
CO,06075,20,-122.69397561178859,37.75971500261605,04/27/20 - 05/03/20
DZ,06075,4,-122.69397561178859,37.75971500261605,04/27/20 - 05/03/20
GH,06075,4,-122.69397561178859,37.75971500261605,04/27/20 - 05/03/20
ID,06075,16,-122.69397561178859,37.75971500261605,04/27/20 - 05/03/20
IQ,06075,10,-122.69397561178859,37.75971500261605,04/27/20 - 05/03/20
JP,06075,12,-122.69397561178859,37.75971500261605,04/27/20 - 05/03/20
KR,06075,4,-122.69397561178859,37.75971500261605,04/27/20 - 05/03/20
MX,06075,104,-122.69397561178859,37.75971500261605,04/27/20 - 05/03/20
MY,06075,8,-122.69397561178859,37.75971500261605,04/27/20 - 05/03/20
NG,06075,4,-122.69397561178859,37.75971500261605,04/27/20 - 05/03/20
NI,06075,12,-122.69397561178859,37.75971500261605,04/27/20 - 05/03/20
NZ,06075,4,-122.69397561178859,37.75971500261605,04/27/20 - 05/03/20
PE,06075,32,-122.69397561178859,37.75971500261605,04/27/20 - 05/03/20
SV,06075,4,-122.69397561178859,37.75971500261605,04/27/20 - 05/03/20
TR,06075,4,-122.69397561178859,37.75971500261605,04/27/20 - 05/03/20
AE,12086,4,-80.49866676890932,25.608968247061892,04/27/20 - 05/03/20
AG,12086,7,-80.49866676890932,25.608968247061892,04/27/20 - 05/03/20
