geoid_o,geoid_d,visitor_flows,lng_o,lat_d,date_range
AE,04013,8,-112.49128245766258,33.34882943568081,05/11/20 - 05/17/20
AF,04013,21,-112.49128245766258,33.34882943568081,05/11/20 - 05/17/20
BR,04013,4,-112.49128245766258,33.34882943568081,05/11/20 - 05/17/20
BY,04013,4,-112.49128245766258,33.34882943568081,05/11/20 - 05/17/20
CA,04013,59,-112.49128245766258,33.34882943568081,05/11/20 - 05/17/20
DO,04013,10,-112.49128245766258,33.34882943568081,05/11/20 - 05/17/20
EG,04013,4,-112.49128245766258,33.34882943568081,05/11/20 - 05/17/20
GH,04013,4,-112.49128245766258,33.34882943568081,05/11/20 - 05/17/20
ID,04013,5,-112.49128245766258,33.34882943568081,05/11/20 - 05/17/20
IQ,04013,4,-112.49128245766258,33.34882943568081,05/11/20 - 05/17/20
MX,04013,377,-112.49128245766258,33.34882943568081,05/11/20 - 05/17/20
NG,04013,28,-112.49128245766258,33.34882943568081,05/11/20 - 05/17/20
NI,04013,4,-112.49128245766258,33.34882943568081,05/11/20 - 05/17/20
PK,04013,8,-112.49128245766258,33.34882943568081,05/11/20 - 05/17/20
VN,04013,16,-112.49128245766258,33.34882943568081,05/11/20 - 05/17/20
AE,06013,4,-121.95121244528309,37.92341874155632,05/11/20 - 05/17/20
BR,06013,4,-121.95121244528309,37.92341874155632,05/11/20 - 05/17/20
CA,06013,8,-121.95121244528309,37.92341874155632,05/11/20 - 05/17/20
IR,06013,16,-121.95121244528309,37.92341874155632,05/11/20 - 05/17/20
MX,06013,33,-121.95121244528309,37.92341874155632,05/11/20 - 05/17/20
SV,06013,4,-121.95121244528309,37.92341874155632,05/11/20 - 05/17/20
AE,06037,8,-118.26101696970831,34.19800147820897,05/11/20 - 05/17/20
AU,06037,32,-118.26101696970831,34.19800147820897,05/11/20 - 05/17/20
BN,06037,8,-118.26101696970831,34.19800147820897,05/11/20 - 05/17/20
BO,06037,4,-118.26101696970831,34.19800147820897,05/11/20 - 05/17/20
BR,06037,28,-118.26101696970831,34.19800147820897,05/11/20 - 05/17/20
CA,06037,122,-118.26101696970831,34.19800147820897,05/11/20 - 05/17/20
CL,06037,4,-118.26101696970831,34.19800147820897,05/11/20 - 05/17/20
CN,06037,12,-118.26101696970831,34.19800147820897,05/11/20 - 05/17/20
CO,06037,4,-118.26101696970831,34.19800147820897,05/11/20 - 05/17/20
CR,06037,14,-118.26101696970831,34.19800147820897,05/11/20 - 05/17/20
EC,06037,12,-118.26101696970831,34.19800147820897,05/11/20 - 05/17/20
