geoid_o,geoid_d,visitor_flows,lng_o,lat_d,date_range
AE,01089,8,-86.55020651830006,34.763089705868424,06/01/20 - 06/07/20
CO,01089,8,-86.55020651830006,34.763089705868424,06/01/20 - 06/07/20
MX,01089,4,-86.55020651830006,34.763089705868424,06/01/20 - 06/07/20
NG,01089,4,-86.55020651830006,34.763089705868424,06/01/20 - 06/07/20
AE,04013,4,-112.49128245766258,33.34882943568081,06/01/20 - 06/07/20
AR,04013,4,-112.49128245766258,33.34882943568081,06/01/20 - 06/07/20
AU,04013,12,-112.49128245766258,33.34882943568081,06/01/20 - 06/07/20
BR,04013,4,-112.49128245766258,33.34882943568081,06/01/20 - 06/07/20
CA,04013,120,-112.49128245766258,33.34882943568081,06/01/20 - 06/07/20
CM,04013,4,-112.49128245766258,33.34882943568081,06/01/20 - 06/07/20
ID,04013,9,-112.49128245766258,33.34882943568081,06/01/20 - 06/07/20
IL,04013,16,-112.49128245766258,33.34882943568081,06/01/20 - 06/07/20
JM,04013,4,-112.49128245766258,33.34882943568081,06/01/20 - 06/07/20
JP,04013,12,-112.49128245766258,33.34882943568081,06/01/20 - 06/07/20
MX,04013,609,-112.49128245766258,33.34882943568081,06/01/20 - 06/07/20
NG,04013,22,-112.49128245766258,33.34882943568081,06/01/20 - 06/07/20
NI,04013,4,-112.49128245766258,33.34882943568081,06/01/20 - 06/07/20
SG,04013,4,-112.49128245766258,33.34882943568081,06/01/20 - 06/07/20
TH,04013,28,-112.49128245766258,33.34882943568081,06/01/20 - 06/07/20
UA,04013,4,-112.49128245766258,33.34882943568081,06/01/20 - 06/07/20
VN,04013,4,-112.49128245766258,33.34882943568081,06/01/20 - 06/07/20
AE,06037,4,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
AU,06037,44,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
BD,06037,4,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
BN,06037,4,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
BO,06037,4,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
BR,06037,39,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
CA,06037,122,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
CL,06037,8,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
CN,06037,32,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
CO,06037,4,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
CR,06037,8,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
CU,06037,4,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
EG,06037,4,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
ET,06037,4,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
GH,06037,4,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
GM,06037,8,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
HN,06037,4,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
ID,06037,28,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
IL,06037,20,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
IN,06037,20,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
IQ,06037,4,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
JP,06037,8,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
KR,06037,21,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
LB,06037,4,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
LK,06037,4,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
MX,06037,1064,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
MY,06037,38,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
NG,06037,174,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
NZ,06037,30,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
PE,06037,4,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
PH,06037,20,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
QA,06037,4,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
RU,06037,8,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
SG,06037,28,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
TH,06037,21,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
TW,06037,4,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
UA,06037,4,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
VN,06037,38,-118.26101696970831,34.19800147820897,06/01/20 - 06/07/20
AE,06075,4,-122.69397561178859,37.75971500261605,06/01/20 - 06/07/20
BR,06075,55,-122.69397561178859,37.75971500261605,06/01/20 - 06/07/20
CA,06075,16,-122.69397561178859,37.75971500261605,06/01/20 - 06/07/20
CL,06075,4,-122.69397561178859,37.75971500261605,06/01/20 - 06/07/20
CN,06075,4,-122.69397561178859,37.75971500261605,06/01/20 - 06/07/20
CO,06075,16,-122.69397561178859,37.75971500261605,06/01/20 - 06/07/20
DO,06075,4,-122.69397561178859,37.75971500261605,06/01/20 - 06/07/20
GT,06075,12,-122.69397561178859,37.75971500261605,06/01/20 - 06/07/20
ID,06075,33,-122.69397561178859,37.75971500261605,06/01/20 - 06/07/20
IN,06075,12,-122.69397561178859,37.75971500261605,06/01/20 - 06/07/20
IR,06075,5,-122.69397561178859,37.75971500261605,06/01/20 - 06/07/20
JO,06075,4,-122.69397561178859,37.75971500261605,06/01/20 - 06/07/20
JP,06075,12,-122.69397561178859,37.75971500261605,06/01/20 - 06/07/20
KR,06075,4,-122.69397561178859,37.75971500261605,06/01/20 - 06/07/20
MX,06075,147,-122.69397561178859,37.75971500261605,06/01/20 - 06/07/20
MY,06075,8,-122.69397561178859,37.75971500261605,06/01/20 - 06/07/20
NG,06075,32,-122.69397561178859,37.75971500261605,06/01/20 - 06/07/20
PE,06075,4,-122.69397561178859,37.75971500261605,06/01/20 - 06/07/20
PH,06075,20,-122.69397561178859,37.75971500261605,06/01/20 - 06/07/20
TH,06075,4,-122.69397561178859,37.75971500261605,06/01/20 - 06/07/20
TT,06075,8,-122.69397561178859,37.75971500261605,06/01/20 - 06/07/20
AE,12019,4,-81.85788415425303,29.983067513503215,06/01/20 - 06/07/20
JP,12019,36,-81.85788415425303,29.983067513503215,06/01/20 - 06/07/20
AE,16001,4,-116.24116663053417,43.45110004145946,06/01/20 - 06/07/20
BR,16001,4,-116.24116663053417,43.45110004145946,06/01/20 - 06/07/20
CA,16001,8,-116.24116663053417,43.45110004145946,06/01/20 - 06/07/20
CR,16001,13,-116.24116663053417,43.45110004145946,06/01/20 - 06/07/20
IQ,16001,8,-116.24116663053417,43.45110004145946,06/01/20 - 06/07/20
MX,16001,16,-116.24116663053417,43.45110004145946,06/01/20 - 06/07/20
AE,16039,4,-115.46926242733434,43.353885307319466,06/01/20 - 06/07/20
CA,16039,4,-115.46926242733434,43.353885307319466,06/01/20 - 06/07/20
JO,16039,8,-115.46926242733434,43.353885307319466,06/01/20 - 06/07/20
MX,16039,4,-115.46926242733434,43.353885307319466,06/01/20 - 06/07/20
QA,16039,4,-115.46926242733434,43.353885307319466,06/01/20 - 06/07/20
AE,16087,4,-116.78478133316196,44.45245477263712,06/01/20 - 06/07/20
AE,17031,79,-87.64616599860602,41.89542023886782,06/01/20 - 06/07/20
AU,17031,4,-87.64616599860602,41.89542023886782,06/01/20 - 06/07/20
BA,17031,4,-87.64616599860602,41.89542023886782,06/01/20 - 06/07/20
BB,17031,4,-87.64616599860602,41.89542023886782,06/01/20 - 06/07/20
BR,17031,22,-87.64616599860602,41.89542023886782,06/01/20 - 06/07/20
BY,17031,4,-87.64616599860602,41.89542023886782,06/01/20 - 06/07/20
CA,17031,187,-87.64616599860602,41.89542023886782,06/01/20 - 06/07/20
