geoid_o,geoid_d,visitor_flows,lng_o,lat_d,date_range
AE,04,4,-111.6644603390921,34.29309519459149,04/20/20 - 04/26/20
AF,04,4,-111.6644603390921,34.29309519459149,04/20/20 - 04/26/20
AR,04,6,-111.6644603390921,34.29309519459149,04/20/20 - 04/26/20
BY,04,4,-111.6644603390921,34.29309519459149,04/20/20 - 04/26/20
CA,04,317,-111.6644603390921,34.29309519459149,04/20/20 - 04/26/20
DJ,04,4,-111.6644603390921,34.29309519459149,04/20/20 - 04/26/20
IQ,04,4,-111.6644603390921,34.29309519459149,04/20/20 - 04/26/20
KW,04,4,-111.6644603390921,34.29309519459149,04/20/20 - 04/26/20
MX,04,1479,-111.6644603390921,34.29309519459149,04/20/20 - 04/26/20
MY,04,4,-111.6644603390921,34.29309519459149,04/20/20 - 04/26/20
NG,04,4,-111.6644603390921,34.29309519459149,04/20/20 - 04/26/20
PK,04,8,-111.6644603390921,34.29309519459149,04/20/20 - 04/26/20
SA,04,4,-111.6644603390921,34.29309519459149,04/20/20 - 04/26/20
TW,04,4,-111.6644603390921,34.29309519459149,04/20/20 - 04/26/20
VN,04,4,-111.6644603390921,34.29309519459149,04/20/20 - 04/26/20
AE,06,4,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
AL,06,5,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
AR,06,19,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
AU,06,40,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
BD,06,12,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
BN,06,4,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
BO,06,11,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
BR,06,72,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
BS,06,4,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
CA,06,960,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
CL,06,4,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
CN,06,25,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
CO,06,76,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
CR,06,8,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
DO,06,5,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
DZ,06,4,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
EG,06,4,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
GT,06,8,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
ID,06,33,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
IL,06,4,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
IN,06,32,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
JM,06,4,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
JO,06,8,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
JP,06,10,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
KR,06,46,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
KW,06,4,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
LA,06,4,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
MX,06,12093,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
MY,06,15,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
NG,06,80,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
NI,06,22,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
NZ,06,8,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
PA,06,4,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
PE,06,32,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
PH,06,21,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
PK,06,20,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
RU,06,20,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
SA,06,12,-119.6638458867405,37.21530826027419,04/20/20 - 04/26/20
