geoid_o,geoid_d,visitor_flows,lng_o,lat_d,date_range
AE,01,8,-86.8445209956579,32.75687994183124,06/08/20 - 06/14/20
BR,01,4,-86.8445209956579,32.75687994183124,06/08/20 - 06/14/20
CA,01,126,-86.8445209956579,32.75687994183124,06/08/20 - 06/14/20
CN,01,4,-86.8445209956579,32.75687994183124,06/08/20 - 06/14/20
CO,01,26,-86.8445209956579,32.75687994183124,06/08/20 - 06/14/20
HN,01,8,-86.8445209956579,32.75687994183124,06/08/20 - 06/14/20
JM,01,4,-86.8445209956579,32.75687994183124,06/08/20 - 06/14/20
JP,01,16,-86.8445209956579,32.75687994183124,06/08/20 - 06/14/20
KW,01,8,-86.8445209956579,32.75687994183124,06/08/20 - 06/14/20
LR,01,4,-86.8445209956579,32.75687994183124,06/08/20 - 06/14/20
MA,01,4,-86.8445209956579,32.75687994183124,06/08/20 - 06/14/20
MX,01,197,-86.8445209956579,32.75687994183124,06/08/20 - 06/14/20
NG,01,4,-86.8445209956579,32.75687994183124,06/08/20 - 06/14/20
QA,01,8,-86.8445209956579,32.75687994183124,06/08/20 - 06/14/20
RU,01,4,-86.8445209956579,32.75687994183124,06/08/20 - 06/14/20
TH,01,36,-86.8445209956579,32.75687994183124,06/08/20 - 06/14/20
VN,01,8,-86.8445209956579,32.75687994183124,06/08/20 - 06/14/20
AE,06,14,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
AF,06,46,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
AR,06,12,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
AU,06,83,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
AZ,06,4,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
BR,06,127,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
BZ,06,4,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
CA,06,866,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
CL,06,21,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
CN,06,84,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
CO,06,66,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
CR,06,25,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
CU,06,17,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
DO,06,19,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
HN,06,12,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
ID,06,112,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
IL,06,43,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
IN,06,36,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
IR,06,29,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
JO,06,22,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
JP,06,207,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
KR,06,54,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
KZ,06,4,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
LB,06,12,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
MA,06,10,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
MD,06,12,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
MK,06,4,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
MX,06,23192,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
MY,06,12,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
NG,06,172,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
NZ,06,53,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
PE,06,32,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
PH,06,273,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
PK,06,20,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
RU,06,32,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
SA,06,34,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
SG,06,63,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
SV,06,4,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
SY,06,4,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
TH,06,32,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
TR,06,13,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
TT,06,8,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
TW,06,48,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
UZ,06,4,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
VE,06,4,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
VN,06,59,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
ZA,06,24,-119.6638458867405,37.21530826027419,06/08/20 - 06/14/20
AE,10,4,-75.45249262811352,38.99497528640457,06/08/20 - 06/14/20
CA,10,20,-75.45249262811352,38.99497528640457,06/08/20 - 06/14/20
KW,10,4,-75.45249262811352,38.99497528640457,06/08/20 - 06/14/20
MX,10,31,-75.45249262811352,38.99497528640457,06/08/20 - 06/14/20
NG,10,12,-75.45249262811352,38.99497528640457,06/08/20 - 06/14/20
VN,10,8,-75.45249262811352,38.99497528640457,06/08/20 - 06/14/20
AE,17,45,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
AO,17,8,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
AU,17,4,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
AZ,17,20,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
BD,17,12,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
BH,17,17,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
BR,17,8,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
CA,17,919,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
CL,17,12,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
CO,17,50,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
CR,17,14,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
EC,17,4,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
GT,17,8,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
ID,17,4,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
IL,17,8,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
IN,17,17,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
IR,17,12,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
JM,17,4,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
JO,17,20,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
JP,17,40,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
KR,17,16,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
KW,17,12,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
MA,17,4,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
MD,17,12,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
MX,17,758,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
NG,17,124,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
NP,17,4,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
NZ,17,4,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
PE,17,4,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
PK,17,44,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
QA,17,4,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
RU,17,4,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
SY,17,20,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
TH,17,8,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
TN,17,8,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
TR,17,4,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
TT,17,20,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
TW,17,32,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
TZ,17,4,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
UA,17,21,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
VN,17,4,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
ZA,17,39,-89.14863899339443,40.124200826969364,06/08/20 - 06/14/20
AE,22,12,-91.81423318426776,30.909072897746587,06/08/20 - 06/14/20
AF,22,12,-91.81423318426776,30.909072897746587,06/08/20 - 06/14/20
BH,22,4,-91.81423318426776,30.909072897746587,06/08/20 - 06/14/20
BO,22,4,-91.81423318426776,30.909072897746587,06/08/20 - 06/14/20
BR,22,4,-91.81423318426776,30.909072897746587,06/08/20 - 06/14/20
CA,22,28,-91.81423318426776,30.909072897746587,06/08/20 - 06/14/20
GH,22,4,-91.81423318426776,30.909072897746587,06/08/20 - 06/14/20
GQ,22,4,-91.81423318426776,30.909072897746587,06/08/20 - 06/14/20
IL,22,16,-91.81423318426776,30.909072897746587,06/08/20 - 06/14/20
IQ,22,4,-91.81423318426776,30.909072897746587,06/08/20 - 06/14/20
MX,22,283,-91.81423318426776,30.909072897746587,06/08/20 - 06/14/20
