geoid_o,geoid_d,visitor_flows,lng_o,lat_d,date_range
AE,06,12,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
AR,06,28,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
AU,06,94,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
BN,06,4,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
BO,06,8,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
BR,06,80,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
BS,06,4,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
BY,06,4,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
BZ,06,4,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
CA,06,1125,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
CL,06,16,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
CN,06,24,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
CO,06,98,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
CR,06,52,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
DO,06,4,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
EC,06,8,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
EG,06,8,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
GH,06,12,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
GT,06,24,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
ID,06,80,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
IL,06,4,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
IN,06,28,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
IQ,06,16,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
IR,06,4,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
JP,06,34,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
KR,06,42,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
KW,06,9,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
MA,06,16,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
MX,06,12660,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
MY,06,20,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
NG,06,54,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
NI,06,4,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
NZ,06,13,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
PE,06,36,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
PH,06,57,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
PK,06,8,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
RU,06,4,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
SA,06,4,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
SG,06,24,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
TH,06,8,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
TN,06,8,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
TR,06,14,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
TW,06,14,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
TZ,06,30,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
UG,06,4,-119.6638458867405,37.21530826027419,03/30/20 - 04/05/20
