geoid_o,geoid_d,visitor_flows,lng_o,lat_d,date_range
AE,04,8,-111.6644603390921,34.29309519459149,05/11/20 - 05/17/20
AF,04,21,-111.6644603390921,34.29309519459149,05/11/20 - 05/17/20
BR,04,4,-111.6644603390921,34.29309519459149,05/11/20 - 05/17/20
BY,04,4,-111.6644603390921,34.29309519459149,05/11/20 - 05/17/20
CA,04,245,-111.6644603390921,34.29309519459149,05/11/20 - 05/17/20
DO,04,14,-111.6644603390921,34.29309519459149,05/11/20 - 05/17/20
EG,04,4,-111.6644603390921,34.29309519459149,05/11/20 - 05/17/20
GH,04,4,-111.6644603390921,34.29309519459149,05/11/20 - 05/17/20
ID,04,5,-111.6644603390921,34.29309519459149,05/11/20 - 05/17/20
IQ,04,8,-111.6644603390921,34.29309519459149,05/11/20 - 05/17/20
JP,04,18,-111.6644603390921,34.29309519459149,05/11/20 - 05/17/20
KW,04,12,-111.6644603390921,34.29309519459149,05/11/20 - 05/17/20
MX,04,2133,-111.6644603390921,34.29309519459149,05/11/20 - 05/17/20
NG,04,32,-111.6644603390921,34.29309519459149,05/11/20 - 05/17/20
NI,04,4,-111.6644603390921,34.29309519459149,05/11/20 - 05/17/20
PH,04,8,-111.6644603390921,34.29309519459149,05/11/20 - 05/17/20
PK,04,8,-111.6644603390921,34.29309519459149,05/11/20 - 05/17/20
TW,04,5,-111.6644603390921,34.29309519459149,05/11/20 - 05/17/20
VN,04,16,-111.6644603390921,34.29309519459149,05/11/20 - 05/17/20
AE,06,36,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
AR,06,16,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
AU,06,46,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
BD,06,4,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
BN,06,8,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
BO,06,4,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
BR,06,136,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
CA,06,1016,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
CL,06,16,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
CN,06,20,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
CO,06,75,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
CR,06,22,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
DJ,06,8,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
DO,06,4,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
DZ,06,16,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
EC,06,32,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
EG,06,24,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
ET,06,12,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
GH,06,4,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
GT,06,20,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
HN,06,12,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
HT,06,4,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
ID,06,68,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
IL,06,53,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
IN,06,29,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
IQ,06,8,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
IR,06,44,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
JO,06,16,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
JP,06,73,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
KR,06,38,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
KW,06,4,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
MA,06,4,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
MD,06,4,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
MM,06,8,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
MX,06,15053,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
NG,06,131,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
NZ,06,46,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
OM,06,4,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
PA,06,16,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
PE,06,51,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
PH,06,109,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
PK,06,24,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
QA,06,12,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
RU,06,28,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
SA,06,12,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
SG,06,22,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
SV,06,4,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
TH,06,16,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
TR,06,36,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
TW,06,12,-119.6638458867405,37.21530826027419,05/11/20 - 05/17/20
