geoid_o,geoid_d,visitor_flows,lng_o,lat_d,date_range
AE,06,8,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
AL,06,4,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
AR,06,8,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
AU,06,48,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
BD,06,4,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
BI,06,28,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
BN,06,4,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
BO,06,4,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
BR,06,65,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
BY,06,4,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
CA,06,1032,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
CN,06,24,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
CO,06,74,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
CR,06,24,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
EC,06,4,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
EG,06,4,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
GT,06,4,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
ID,06,49,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
IN,06,22,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
IQ,06,4,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
IR,06,4,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
JP,06,16,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
KR,06,8,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
LA,06,4,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
LB,06,8,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
MA,06,12,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
MD,06,8,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
MX,06,11610,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
MY,06,11,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
NG,06,59,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
NI,06,8,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
NP,06,4,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
NZ,06,12,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
PE,06,92,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
PH,06,45,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
QA,06,4,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
RU,06,20,-119.6638458867405,37.21530826027419,04/13/20 - 04/19/20
